date,region,category,units,unit_price,revenue,marketing_spend,satisfaction
2024-07-04,West,Technology,1,545.11,681.39,163.9,4.3
2024-07-06,South,Appliances,7,275.43,1638.81,216.47,3.1
2024-07-06,East,Office Supplies,4,50.83,233.82,84.55,4.8
2024-07-06,South,Office Supplies,8,47.58,323.54,40.82,4.0
2024-07-07,North,Technology,5,397.42,1987.1,211.36,3.8
2024-07-08,East,Office Supplies,9,46.23,478.48,121.57,4.0
2024-07-11,East,Furniture,9,459.25,4753.24,524.47,3.2
2024-07-11,West,Office Supplies,5,44.55,278.44,135.21,3.8
2024-07-11,North,Office Supplies,11,49.6,545.6,191.37,4.8
2024-07-13,West,Technology,9,442.17,4974.41,465.53,4.7
2024-07-13,North,Office Supplies,3,52.74,158.22,147.59,4.1
2024-07-13,North,Office Supplies,6,51.81,310.86,90.62,4.3
2024-07-13,West,Office Supplies,6,29.42,220.65,63.51,3.0
2024-07-14,East,Furniture,3,405.47,1398.87,184.21,3.6
2024-07-15,East,Furniture,5,339.3,1950.98,208.61,4.3
2024-07-15,West,Furniture,5,329.96,2062.25,266.69,3.3
2024-07-15,West,Technology,9,471.0,5298.75,423.9,3.5
2024-07-16,South,Office Supplies,6,29.69,151.42,114.11,4.9
2024-07-16,North,Appliances,9,370.46,3334.14,353.75,3.5
2024-07-16,North,Technology,7,609.02,4263.14,371.17,4.1
2024-07-17,East,Technology,4,556.72,2560.91,311.52,4.4
2024-07-18,South,Office Supplies,7,45.9,273.1,39.9,3.6
2024-07-18,South,Furniture,11,304.74,2849.32,278.85,3.5
2024-07-20,North,Appliances,10,274.43,2744.3,365.89,4.5
2024-07-21,North,Office Supplies,5,37.31,186.55,77.57,3.8
2024-07-22,West,Furniture,5,300.71,1879.44,192.41,4.7
2024-07-22,East,Furniture,5,282.95,1626.96,212.62,3.3
2024-07-22,North,Office Supplies,5,48.26,241.3,74.12,3.6
2024-07-22,South,Appliances,1,289.62,246.18,72.72,3.3
2024-07-22,South,Furniture,3,398.55,1016.3,132.42,3.2
2024-07-23,North,Office Supplies,4,46.94,187.76,73.46,4.0
2024-07-23,North,Furniture,9,351.87,3166.83,255.63,3.2
2024-07-24,North,Office Supplies,5,44.17,220.85,48.78,4.9
2024-07-24,East,Technology,6,795.43,5488.47,493.79,3.8
2024-07-25,North,Office Supplies,9,40.38,363.42,29.07,3.8
2024-07-27,North,Appliances,4,242.97,971.88,88.98,4.0
2024-07-27,East,Furniture,10,315.03,3622.84,408.43,3.9
2024-07-27,East,Office Supplies,7,51.25,412.56,33.0,5.0
2024-07-28,North,Office Supplies,1,35.99,35.99,117.32,4.8
2024-07-28,East,Office Supplies,1,45.26,52.05,51.14,4.7
2024-07-28,North,Appliances,7,259.09,1813.63,272.48,3.2
2024-07-29,South,Office Supplies,7,44.42,264.3,25.64,3.8
2024-07-29,South,Furniture,2,422.3,717.91,57.43,4.2
2024-07-29,South,Furniture,9,285.72,2185.76,191.07,3.2
2024-07-29,West,Furniture,5,303.85,1899.06,241.23,3.3
2024-07-30,North,Office Supplies,11,38.04,418.44,33.48,5.0
2024-07-30,North,Furniture,4,488.56,1954.24,211.33,3.2
2024-07-31,South,Technology,7,438.52,2609.19,267.15,3.8
2024-08-01,North,Office Supplies,9,32.91,296.19,106.26,4.5
2024-08-02,West,Technology,1,566.78,708.47,158.18,3.8
2024-08-02,North,Appliances,2,209.38,418.76,116.02,4.6
2024-08-02,North,Technology,11,708.24,7790.64,680.74,3.9
2024-08-02,East,Office Supplies,1,52.17,60.0,129.28,4.4
2024-08-04,East,Technology,3,736.62,2541.34,230.39,3.7
2024-08-04,North,Office Supplies,2,45.9,91.8,7.96,5.0
2024-08-07,North,Office Supplies,4,50.38,201.52,135.55,3.8
2024-08-08,North,Technology,11,668.97,7358.67,662.14,4.1
2024-08-09,West,Technology,8,567.12,5671.2,461.52,4.8
2024-08-11,West,Office Supplies,1,53.23,66.54,55.69,3.4
2024-08-11,South,Office Supplies,1,43.17,36.69,46.5,3.8
2024-08-11,South,Appliances,9,306.16,2342.12,187.37,4.2
2024-08-12,South,Office Supplies,4,40.12,136.41,61.6,4.1
2024-08-12,North,Furniture,10,374.43,3744.3,384.11,3.8
2024-08-13,North,Appliances,5,259.33,1296.65,127.66,3.4
2024-08-14,West,Office Supplies,6,33.52,251.4,20.11,4.1
2024-08-14,East,Appliances,10,369.59,4250.28,427.86,3.8
2024-08-14,South,Furniture,7,378.75,2253.56,227.4,3.7
2024-08-15,North,Furniture,3,489.26,1467.78,147.11,3.2
2024-08-15,East,Office Supplies,8,44.33,407.84,51.23,3.8
2024-08-15,South,Furniture,7,408.06,2427.96,267.48,4.1
2024-08-16,South,Office Supplies,7,45.78,272.39,54.24,5.0
2024-08-16,South,Furniture,2,401.7,682.89,227.98,3.5
2024-08-16,East,Technology,10,712.96,8199.04,722.47,4.0
2024-08-17,North,Technology,11,345.39,3799.29,343.71,3.4
2024-08-17,West,Office Supplies,2,36.93,92.32,115.59,3.6
2024-08-18,West,Office Supplies,11,58.77,808.09,145.09,3.9
2024-08-19,North,Furniture,2,359.11,718.22,93.75,2.8
2024-08-20,West,Technology,8,705.33,7053.3,687.06,4.5
2024-08-20,North,Office Supplies,5,53.24,266.2,81.58,4.1
2024-08-20,West,Office Supplies,2,38.87,97.18,81.21,4.6
2024-08-21,East,Office Supplies,2,35.59,81.86,70.52,3.7
2024-08-22,South,Furniture,4,254.79,866.29,103.19,2.4
2024-08-22,North,Office Supplies,1,36.84,36.84,51.79,4.4
2024-08-23,South,Office Supplies,5,48.35,205.49,81.52,3.8
2024-08-23,North,Furniture,3,315.59,946.77,92.35,2.8
2024-08-24,North,Technology,1,551.85,551.85,118.93,3.2
2024-08-24,East,Technology,6,571.68,3944.59,368.39,4.8
2024-08-25,South,Office Supplies,9,43.4,332.01,86.69,4.6
2024-08-25,South,Furniture,4,237.32,806.89,137.33,4.2
2024-08-26,South,Office Supplies,7,33.06,196.71,136.5,5.0
2024-08-26,East,Appliances,6,307.18,2119.54,174.56,3.6
2024-08-29,West,Furniture,9,297.11,3342.49,336.98,3.4
2024-08-30,West,Office Supplies,4,54.56,272.8,72.26,3.9
2024-08-31,North,Office Supplies,7,47.25,330.75,81.42,5.0
2024-08-31,South,Furniture,10,330.84,2812.14,354.16,4.2
2024-08-31,East,Technology,1,774.04,890.15,72.58,4.5
2024-08-31,East,Appliances,1,275.64,316.99,125.57,3.1
2024-08-31,South,Furniture,2,391.49,665.53,144.06,3.8
2024-09-01,South,Furniture,7,313.05,1862.65,154.17,4.4
2024-09-01,East,Office Supplies,2,38.78,89.19,103.84,4.4
2024-09-02,West,Office Supplies,10,49.1,613.75,97.28,4.6
2024-09-03,East,Technology,10,608.54,6998.21,602.72,5.0
2024-09-04,North,Technology,5,516.0,2580.0,302.96,4.3
2024-09-04,North,Technology,1,585.63,585.63,129.94,3.9
2024-09-07,North,Office Supplies,3,52.47,157.41,21.91,3.9
2024-09-07,West,Furniture,3,316.16,1185.6,178.22,4.1
2024-09-08,West,Furniture,8,363.64,3636.4,366.79,4.2
2024-09-08,North,Furniture,9,350.37,3153.33,263.03,3.8
2024-09-09,North,Appliances,10,289.18,2891.8,269.58,3.7
2024-09-10,North,Furniture,3,371.46,1114.38,131.87,3.5
2024-09-11,South,Technology,6,505.44,2577.74,297.52,4.0
2024-09-11,South,Furniture,5,370.19,1573.31,172.48,3.5
2024-09-11,North,Appliances,11,266.12,2927.32,289.6,4.6
2024-09-12,West,Office Supplies,3,57.72,216.45,118.96,4.0
2024-09-13,East,Furniture,5,300.1,1725.57,149.69,3.7
2024-09-13,West,Furniture,6,312.2,2341.5,200.3,3.8
2024-09-14,West,Appliances,10,284.9,3561.25,322.62,4.6
2024-09-14,North,Technology,3,530.49,1591.47,148.56,4.5
2024-09-15,West,Office Supplies,7,30.03,262.76,125.71,5.0
2024-09-15,North,Furniture,5,441.17,2205.85,268.39,3.4
2024-09-16,South,Office Supplies,11,49.44,462.26,82.03,4.7
2024-09-16,West,Appliances,2,300.7,751.75,94.88,3.4
2024-09-17,East,Furniture,2,393.88,905.92,130.66,4.1
2024-09-18,East,Furniture,5,397.8,2287.35,254.26,4.1
2024-09-18,North,Technology,9,506.24,4556.16,420.79,4.1
2024-09-19,West,Office Supplies,4,44.25,221.25,67.73,3.8
2024-09-20,South,Appliances,1,234.62,199.43,117.19,3.6
2024-09-20,South,Furniture,3,417.98,1065.85,170.07,3.9
2024-09-21,West,Office Supplies,8,46.71,467.1,104.72,3.4
2024-09-21,North,Office Supplies,8,55.21,441.68,72.27,3.6
2024-09-28,East,Office Supplies,2,43.64,100.37,74.17,3.3
2024-10-01,South,Technology,1,705.29,599.5,67.08,4.9
2024-10-02,South,Office Supplies,8,44.0,299.2,52.72,5.0
2024-10-03,South,Furniture,9,335.68,2567.95,264.14,3.3
2024-10-03,East,Furniture,7,250.7,2018.13,242.77,2.7
2024-10-04,South,Technology,6,640.37,3265.89,331.07,5.0
2024-10-04,South,Office Supplies,1,31.47,26.75,13.66,3.6
2024-10-05,East,Office Supplies,6,35.72,246.47,60.7,3.3
2024-10-05,South,Appliances,6,270.1,1377.51,192.18,4.5
2024-10-06,North,Furniture,6,454.4,2726.4,257.18,3.7
2024-10-07,East,Furniture,11,376.49,4762.6,440.47,3.9
2024-10-08,West,Technology,3,746.67,2800.01,324.28,3.6
2024-10-08,East,Technology,2,518.99,1193.68,144.93,3.7
2024-10-09,West,Office Supplies,4,43.78,218.9,128.53,3.7
2024-10-09,North,Appliances,5,308.86,1544.3,166.91,4.4
2024-10-10,East,Office Supplies,1,34.22,39.35,83.61,4.6
2024-10-11,North,Office Supplies,5,34.41,172.05,72.02,4.3
2024-10-11,West,Technology,1,635.61,794.51,112.91,4.0
2024-10-11,North,Office Supplies,6,39.21,235.26,118.52,4.8
2024-10-12,North,Furniture,1,346.3,346.3,53.21,4.0
2024-10-13,East,Appliances,6,222.63,1536.15,158.7,3.5
2024-10-13,South,Furniture,1,384.59,326.9,37.97,3.5
2024-10-13,North,Office Supplies,2,39.47,78.94,111.86,4.7
2024-10-14,South,Office Supplies,10,38.71,329.04,145.68,5.0
2024-10-14,West,Appliances,8,375.35,3753.5,401.28,3.6
2024-10-15,North,Furniture,10,464.84,4648.4,430.73,3.7
2024-10-15,North,Technology,2,507.54,1015.08,171.99,4.6
2024-10-15,West,Office Supplies,10,49.92,624.0,166.86,5.0
2024-10-16,West,Technology,5,632.16,3951.0,366.4,3.2
2024-10-16,East,Furniture,7,255.76,2058.87,173.87,3.4
2024-10-16,South,Office Supplies,7,35.69,212.36,97.77,5.0
2024-10-16,South,Appliances,2,276.41,469.9,105.74,4.5
2024-10-17,West,Furniture,2,391.52,978.8,192.04,4.5
2024-10-17,South,Office Supplies,4,32.99,112.17,8.97,3.9
2024-10-18,South,Appliances,1,317.24,269.65,143.8,4.9
2024-10-19,East,Office Supplies,4,39.84,183.26,102.9,4.2
2024-10-20,North,Technology,10,731.45,7314.5,681.46,4.0
2024-10-20,East,Office Supplies,5,53.3,306.47,41.85,4.0
2024-10-20,East,Furniture,10,253.36,2913.64,295.89,3.0
2024-10-21,South,Office Supplies,6,29.41,149.99,90.6,5.0
2024-10-21,West,Technology,6,611.09,4583.18,448.06,4.2
2024-10-21,West,Office Supplies,2,40.93,102.32,135.74,4.3
2024-10-21,South,Office Supplies,8,45.37,308.52,119.4,4.1
2024-10-22,East,Technology,7,573.21,4614.34,474.79,3.6
2024-10-23,South,Appliances,8,326.62,2221.02,302.18,2.5
2024-10-24,South,Office Supplies,8,40.92,278.26,109.2,3.9
2024-10-24,West,Office Supplies,6,39.98,299.85,73.01,3.5
2024-10-24,South,Appliances,6,230.57,1175.91,137.98,3.0
2024-10-25,North,Appliances,7,275.76,1930.32,170.92,4.0
2024-10-26,East,Furniture,6,429.38,2962.72,259.32,4.2
2024-10-26,South,Furniture,8,414.76,2820.37,346.42,3.6
2024-10-27,West,Office Supplies,4,53.84,269.2,118.8,4.4
2024-10-27,South,Technology,1,555.83,472.46,104.82,3.7
2024-10-28,West,Office Supplies,11,30.17,414.84,134.2,3.7
2024-10-28,South,Office Supplies,2,29.0,49.3,28.37,4.8
2024-10-28,East,Furniture,7,324.98,2616.09,234.16,3.5
2024-10-28,South,Technology,5,620.15,2635.64,225.92,4.5
2024-10-29,North,Furniture,11,263.83,2902.13,257.98,3.7
2024-10-29,West,Appliances,4,289.03,1445.15,191.01,4.0
2024-10-29,North,Office Supplies,9,40.16,361.44,66.49,3.5
2024-10-29,East,Furniture,3,456.05,1573.37,244.97,4.2
2024-10-29,South,Office Supplies,7,65.98,392.58,31.41,4.5
2024-10-29,North,Appliances,1,203.09,203.09,61.96,3.9
2024-10-30,North,Office Supplies,9,48.09,432.81,86.31,5.0
2024-10-30,South,Office Supplies,2,49.08,83.44,93.92,4.2
2024-10-31,North,Furniture,11,264.54,2909.94,302.05,3.8
2024-10-31,West,Office Supplies,3,29.8,111.75,180.58,4.4
2024-11-01,East,Office Supplies,6,52.88,364.87,95.88,4.6
2024-11-01,North,Office Supplies,7,44.01,308.07,48.29,4.1
2024-11-01,West,Office Supplies,6,50.77,380.78,54.89,4.3
2024-11-01,North,Technology,4,749.95,2999.8,389.28,4.6
2024-11-01,West,Furniture,11,412.04,5665.55,519.7,3.5
2024-11-02,East,Technology,1,415.92,478.31,88.2,4.0
2024-11-02,West,Office Supplies,7,48.36,423.15,115.68,3.8
2024-11-02,North,Office Supplies,9,50.78,457.02,81.97,4.2
2024-11-03,East,Appliances,11,208.67,2639.68,266.08,4.5
2024-11-03,South,Office Supplies,10,35.92,305.32,63.15,4.1
2024-11-03,East,Office Supplies,2,52.67,121.14,92.36,3.5
2024-11-04,West,Office Supplies,10,45.81,572.62,122.06,4.4
2024-11-04,West,Office Supplies,3,39.42,147.83,74.52,4.9
2024-11-05,West,Appliances,10,274.35,3429.38,366.59,3.7
2024-11-05,North,Office Supplies,3,62.72,188.16,57.8,4.5
2024-11-05,East,Technology,7,587.18,4726.8,465.84,4.5
2024-11-06,South,Technology,9,687.43,5258.84,493.78,4.7
2024-11-06,South,Technology,1,508.68,432.38,38.02,3.2
2024-11-06,East,Technology,6,468.77,3234.51,258.76,3.4
2024-11-08,East,Technology,11,781.41,9884.84,806.14,4.1
2024-11-09,West,Furniture,3,311.65,1168.69,160.19,4.4
2024-11-09,North,Technology,1,511.14,511.14,115.41,3.7
2024-11-09,East,Furniture,3,318.14,1097.58,147.54,4.0
2024-11-09,South,Appliances,10,297.93,2532.41,341.02,3.5
2024-11-09,South,Office Supplies,8,49.18,334.42,26.75,4.4
2024-11-09,West,Office Supplies,4,36.89,184.45,14.76,4.1
2024-11-11,East,Furniture,7,393.52,3167.84,319.5,4.8
2024-11-11,East,Technology,9,649.15,6718.7,602.31,3.2
2024-11-11,South,Office Supplies,6,45.79,233.53,93.51,4.6
2024-11-12,East,Office Supplies,11,43.71,552.93,44.23,4.4
2024-11-12,North,Furniture,10,436.43,4364.3,427.91,4.1
2024-11-12,West,Appliances,3,363.12,1361.7,160.19,3.3
2024-11-12,North,Furniture,10,307.27,3072.7,270.55,3.8
2024-11-13,East,Office Supplies,5,51.43,295.72,88.42,3.7
2024-11-13,North,Furniture,7,366.18,2563.26,205.06,3.9
2024-11-13,West,Office Supplies,6,51.88,389.1,51.37,4.2
2024-11-15,South,Technology,5,694.27,2950.65,357.2,4.9
2024-11-16,East,Office Supplies,7,47.27,380.52,66.75,4.2
2024-11-17,East,Office Supplies,1,32.57,37.46,13.71,4.3
2024-11-17,West,Furniture,10,348.78,4359.75,469.45,3.6
2024-11-17,East,Furniture,6,416.2,2871.78,229.74,3.5
2024-11-17,West,Appliances,11,285.07,3919.71,404.36,4.8
2024-11-19,South,Appliances,11,164.5,1538.08,175.45,3.3
2024-11-20,West,Appliances,7,304.18,2661.58,272.27,3.5
2024-11-20,East,Office Supplies,1,53.35,61.35,55.55,4.9
2024-11-22,West,Office Supplies,6,28.38,212.85,125.25,4.1
2024-11-22,West,Office Supplies,10,35.36,442.0,52.98,4.2
2024-11-23,West,Office Supplies,11,33.38,458.98,58.38,4.6
2024-11-23,North,Office Supplies,11,39.95,439.45,75.54,4.0
2024-11-25,North,Office Supplies,11,49.77,547.47,126.66,3.5
2024-11-25,East,Technology,3,540.11,1863.38,149.07,4.0
2024-11-25,West,Technology,2,610.78,1526.95,174.41,3.6
2024-11-25,West,Furniture,10,417.66,5220.75,544.76,3.8
2024-11-26,West,Office Supplies,4,58.29,291.45,119.98,4.1
2024-11-26,East,Office Supplies,4,50.61,232.81,36.04,4.4
2024-11-28,East,Furniture,7,360.75,2904.04,352.1,3.9
2024-11-28,South,Appliances,1,289.91,246.42,42.27,4.2
2024-11-28,West,Furniture,1,401.95,502.44,40.2,3.8
2024-11-28,North,Appliances,1,304.64,304.64,104.02,5.0
2024-11-29,North,Office Supplies,5,48.52,242.6,70.81,4.3
2024-11-29,South,Furniture,7,367.23,2185.02,260.82,4.5
2024-11-30,North,Furniture,7,346.34,2424.38,243.18,3.3
2024-12-02,West,Appliances,10,299.81,3747.62,370.61,4.3
2024-12-02,South,Technology,4,755.01,2567.03,338.12,3.4
2024-12-02,East,Furniture,2,378.71,871.03,197.22,3.8
2024-12-02,North,Office Supplies,8,27.63,221.04,74.87,4.5
2024-12-03,North,Furniture,3,406.63,1219.89,152.61,3.8
2024-12-03,East,Office Supplies,9,49.93,516.78,60.38,4.1
2024-12-03,East,Technology,2,732.38,1684.47,166.8,4.5
2024-12-03,North,Technology,3,368.14,1104.42,88.35,4.3
2024-12-04,North,Appliances,11,149.22,1641.42,258.78,3.7
2024-12-05,East,Appliances,8,218.35,2008.82,186.9,4.0
2024-12-05,North,Appliances,8,221.85,1774.8,225.51,2.9
2024-12-05,North,Furniture,10,386.01,3860.1,393.2,3.4
2024-12-05,North,Technology,2,506.65,1013.3,154.91,3.3
2024-12-06,North,Technology,10,709.22,7092.2,600.37,3.9
2024-12-06,South,Appliances,2,394.81,671.18,73.06,5.0
2024-12-07,West,Furniture,1,258.31,322.89,102.12,3.4
2024-12-07,North,Office Supplies,9,48.15,433.35,109.26,4.3
2024-12-10,West,Appliances,8,233.61,2336.1,186.89,3.7
2024-12-10,North,Office Supplies,10,33.15,331.5,202.29,4.5
2024-12-11,North,Technology,5,511.73,2558.65,239.75,4.6
2024-12-13,North,Appliances,8,258.31,2066.48,234.67,3.9
2024-12-13,North,Furniture,9,377.87,3400.83,316.61,3.9
2024-12-14,North,Office Supplies,8,47.54,380.32,64.23,4.2
2024-12-14,North,Technology,3,703.56,2110.68,280.03,4.2
2024-12-14,East,Furniture,7,316.49,2547.74,341.06,3.7
2024-12-15,South,Office Supplies,5,60.18,255.76,125.57,3.5
2024-12-15,South,Furniture,6,505.15,2576.26,206.1,3.4
2024-12-16,North,Office Supplies,10,34.93,349.3,123.96,5.0
2024-12-17,West,Appliances,7,273.83,2396.01,304.01,4.4
2024-12-19,North,Technology,4,622.84,2491.36,259.78,3.9
2024-12-19,West,Office Supplies,11,60.42,830.78,132.99,4.6
2024-12-19,South,Technology,5,846.42,3597.28,386.56,4.1
2024-12-20,South,Technology,1,622.38,529.02,110.56,3.6
2024-12-20,West,Office Supplies,7,50.59,442.66,136.19,4.5
2024-12-21,East,Furniture,11,351.34,4444.45,415.88,3.2
2024-12-22,East,Office Supplies,3,42.72,147.38,67.42,4.6
2024-12-22,West,Office Supplies,5,23.98,149.88,11.99,4.2
2024-12-22,West,Office Supplies,3,49.94,187.27,83.55,4.0
2024-12-22,West,Office Supplies,1,54.84,68.55,36.91,4.6
2024-12-22,East,Office Supplies,9,49.88,516.26,88.08,4.4
2024-12-22,North,Office Supplies,8,36.9,295.2,60.67,4.6
2024-12-23,North,Office Supplies,5,52.56,262.8,61.28,4.6
2024-12-24,South,Technology,6,809.18,4126.82,355.93,3.6
2024-12-25,North,Office Supplies,8,34.75,278.0,91.61,4.4
2024-12-25,East,Technology,1,631.38,726.09,120.22,4.6
2024-12-25,North,Technology,1,646.6,646.6,121.29,4.2
2024-12-25,North,Appliances,5,225.12,1125.6,133.01,3.9
2024-12-26,West,Appliances,10,233.59,2919.88,314.27,4.0
2024-12-26,North,Technology,7,592.01,4144.07,331.53,4.9
2024-12-28,West,Office Supplies,5,58.79,367.44,148.65,4.7
2024-12-29,North,Furniture,8,439.46,3515.68,357.31,4.1
2024-12-29,South,Office Supplies,4,45.22,153.75,66.02,4.5
2024-12-29,North,Office Supplies,6,54.63,327.78,52.4,4.9
2024-12-30,South,Furniture,6,308.66,1574.17,133.56,3.9
